Date,Fatalities
4 Jul 2009,0
28 Sep 2009,0
4 Dec 2009,0
21 Feb 2010,0
31 Mar 2010,0
11 Oct 2010,0
4 Nov 2010,0
31 Jan 2011,0
24 Feb 2011,0
24 Mar 2011,0
11 Apr 2011,0
19 Jun 2011,0
10 Jul 2011,0
25 Jul 2011,0
4 Nov 2011,0
5 Nov 2011,0
7 Jan 2012,0
27 Mar 2012,0
11 Nov 2012,0
11 Feb 2013,0
14 Feb 2013,0
30 Aug 2013,0
6 Jan 2014,0
29 Jan 2014,0
27 Feb 2014,0
2 Mar 2014,0
28 Mar 2014,0
19 Apr 2014,0
26 May 2014,0
2 Jul 2014,0
3 Oct 2014,0
18 Oct 2014,0
4 Nov 2014,0
8 Dec 2014,0
12 Dec 2014,0
24 Dec 2014,0
23 Mar 2015,0
1 Apr 2015,0
16 Apr 2015,0
13 Sep 2015,0
23 Jan 2016,0
16 Feb 2016,0
18 Mar 2016,0
16 May 2016,0
5 Jun 2016,0
24 Jun 2016,0
25 Oct 2016,0
9 Nov 2016,0
10 Nov 2016,0
30 Mar 2017,0
30 Apr 2017,0
20 May 2017,0
2 Aug 2017,0
20 Aug 2017,0
10 Sep 2017,0
30 Sep 2017,0
15 Oct 2017,0
4 Dec 2017,0
9 Dec 2017,0
27 Dec 2017,0
6 Mar 2018,0
1 Apr 2018,0
5 May 2018,0
26 Oct 2018,0
27 Oct 2018,0
21 Jan 2019,0
8 Feb 2019,0
10 Mar 2019,0
26 May 2019,0
29 Jun 2019,0
10 Jul 2019,0
12 Jul 2019,0
20 Jul 2019,0
22 Aug 2019,0
18 Oct 2019,0
8 Nov 2019,0
16 Jan 2020,0
2 Feb 2020,0
28 Nov 2021,0
1 Jul 2022,0
26 Sep 2022,0
22 Dec 2022,0
2 Mar 2023,0
4 Jul 2023,0
12 Jul 2023,0
18 Aug 2023,0
15 Oct 2023,0
4 Dec 2023,0
2 Jan 2024,0
2 Feb 2024,0
27 Mar 2024,0
15 Jun 2024,0
1 Jul 2024,0
7 Jul 2024,0
8 Jul 2024,0
