Date,Fatalities
12 Feb 2016,0
13 Aug 2018,0
15 Nov 2018,0
23 Nov 2018,0
29 Nov 2018,0
5 Jan 2019,0
7 Feb 2019,0
8 Feb 2019,0
22 Feb 2019,0
29 Mar 2019,0
28 Apr 2019,0
22 Aug 2019,0
23 Dec 2019,0
18 Jan 2020,0
22 Feb 2020,0
24 Feb 2020,0
18 Jul 2020,0
12 Aug 2020,0
20 Oct 2020,0
2 Dec 2020,0
20 Dec 2020,0
1 Jan 2021,0
3 Jan 2021,0
13 Jan 2021,0
13 Mar 2021,0
23 Mar 2021,0
22 Jul 2021,0
23 Sep 2021,0
30 Sep 2021,0
3 Oct 2021,0
2 Nov 2021,0
2 Nov 2021,0
2 Dec 2021,0
21 Dec 2021,0
15 Jan 2022,0
28 Apr 2022,0
13 May 2022,0
16 May 2022,0
23 May 2022,0
27 May 2022,0
27 May 2022,0
21 Jun 2022,0
20 Jul 2022,0
26 Jul 2022,0
8 Aug 2022,0
23 Aug 2022,0
26 Aug 2022,0
24 Sep 2022,0
26 Sep 2022,0
8 Oct 2022,0
16 Oct 2022,0
3 Nov 2022,0
13 Nov 2022,0
7 Dec 2022,0
7 Dec 2022,0
31 Dec 2022,0
31 Dec 2022,0
2 Jan 2023,0
2 Jan 2023,0
14 Apr 2023,0
11 Jun 2023,0
11 Jun 2023,0
15 Jun 2023,0
22 Jun 2023,0
24 Jun 2023,0
28 Jun 2023,0
7 Jul 2023,0
11 Jul 2023,0
5 Aug 2023,0
23 Aug 2023,0
25 Aug 2023,0
29 Aug 2023,0
29 Aug 2023,0
30 Aug 2023,0
3 Sep 2023,0
4 Sep 2023,0
4 Sep 2023,0
15 Sep 2023,0
4 Oct 2023,0
23 Oct 2023,0
27 Oct 2023,0
30 Oct 2023,0
30 Oct 2023,0
17 Nov 2023,0
20 Dec 2023,0
3 Jan 2024,0
9 Jan 2024,0
21 Jan 2024,0
24 Jan 2024,0
27 Jan 2024,0
6 Feb 2024,0
8 Feb 2024,0
15 Feb 2024,0
9 Mar 2024,0
21 Mar 2024,0
25 Mar 2024,0
28 Mar 2024,0
30 Mar 2024,0
2 May 2024,0
6 May 2024,0
10 May 2024,0
10 May 2024,0
13 May 2024,0
26 May 2024,0
11 Jul 2024,0
12 Jul 2024,0
15 Jul 2024,0
18 Aug 2024,0
8 Sep 2024,0
9 Sep 2024,0
17 Sep 2024,0
26 Sep 2024,0
30 Sep 2024,0
18 Oct 2024,0
31 Oct 2024,0
